policy_number,transaction_id,premium_date,amount,payment_method,status,org_code
LNL0000307,FF323DA1E41CB7E8,2026-03-01,286.56,EFT,PAID,lnl
LNL0000307,B4D53E5A91FEAD13,2026-01-30,286.56,CREDIT_CARD,PAID,lnl
LNL0000307,9260E23398CC5272,2025-12-31,286.56,CREDIT_CARD,PENDING,lnl
LNL0000308,AEE5F06B7FE2E22C,2026-03-01,114.62,CHECK,PENDING,lnl
LNL0000308,9673AD5DECBBBEA0,2026-01-30,114.62,EFT,PENDING,lnl
LNL0000308,D703ECFC6AA86B81,2025-12-31,114.62,EFT,PENDING,lnl
LNL0000309,7B2F78D1A8A7351E,2026-03-01,907.43,CREDIT_CARD,PENDING,lnl
LNL0000309,B7F5B547AC92C95D,2026-01-30,907.43,EFT,PAID,lnl
LNL0000309,C6C5B58357FD2FAF,2025-12-31,907.43,EFT,PAID,lnl
LNL0000310,862D8ECEBF109535,2026-03-01,1144.64,EFT,PAID,lnl
LNL0000310,4BBAD8415A788D33,2026-01-30,1144.64,CREDIT_CARD,PAID,lnl
LNL0000310,4A649B7853648CB8,2025-12-31,1144.64,CHECK,PAID,lnl
LNL0000311,E3D46165F9A20442,2026-03-01,1364.05,EFT,PAID,lnl
LNL0000311,5292D896186E68FB,2026-01-30,1364.05,CREDIT_CARD,PAID,lnl
LNL0000311,F54B0173A443D992,2025-12-31,1364.05,CREDIT_CARD,PAID,lnl
LNL0000312,CC2FA59C3518C521,2026-03-01,128.42,CREDIT_CARD,PAID,lnl
LNL0000312,C4A93DE8840744FA,2026-01-30,128.42,CHECK,PAID,lnl
LNL0000312,A29B22EB7C16DD2F,2025-12-31,128.42,EFT,PAID,lnl
LNL0000313,943B399A9E792E10,2026-03-01,3343.62,CHECK,PAID,lnl
LNL0000313,4E35A0758C11BD17,2026-01-30,3343.62,CHECK,RETURNED,lnl
LNL0000313,DF581206AC76720D,2025-12-31,3343.62,CHECK,RETURNED,lnl
LNL0000314,326FDA368D8FA03F,2026-03-01,433.46,EFT,PAID,lnl
LNL0000314,82124ED5479B02F1,2026-01-30,433.46,EFT,PAID,lnl
LNL0000314,F4D0062DB1739104,2025-12-31,433.46,EFT,PAID,lnl
LNL0000315,6A1B4ED1C31DD2EE,2026-03-01,1290.45,CREDIT_CARD,PAID,lnl
LNL0000315,23E6CC84F53F6866,2026-01-30,1290.45,CHECK,PAID,lnl
LNL0000315,EC4036BEBD99554B,2025-12-31,1290.45,CHECK,PENDING,lnl
LNL0000316,18F06C7382375C65,2026-03-01,127.94,EFT,PENDING,lnl
LNL0000316,39F94DF388070F07,2026-01-30,127.94,CREDIT_CARD,RETURNED,lnl
LNL0000316,221C0263E30F61C0,2025-12-31,127.94,CHECK,RETURNED,lnl
LNL0000317,A5824BE342A5F3F8,2026-03-01,820.65,CREDIT_CARD,PAID,lnl
LNL0000317,C129AC3AA9056650,2026-01-30,820.65,CHECK,PAID,lnl
LNL0000317,29623CDA4415E215,2025-12-31,820.65,EFT,PAID,lnl
LNL0000318,4BC0AF5FA5199C5A,2026-03-01,760.26,EFT,PAID,lnl
LNL0000318,00594E48F2D5F862,2026-01-30,760.26,EFT,PAID,lnl
LNL0000318,2C721BA601B6678E,2025-12-31,760.26,CHECK,PAID,lnl
LNL0000319,2EBBB12541C87643,2026-03-01,82.12,EFT,PAID,lnl
LNL0000319,3599167B87DBAB58,2026-01-30,82.12,CREDIT_CARD,PENDING,lnl
LNL0000319,EAD3742EA6DBDC90,2025-12-31,82.12,EFT,PAID,lnl
LNL0000320,30619CDDB32F1198,2026-03-01,1576.86,CHECK,PAID,lnl
LNL0000320,6AD491BCD408C6FC,2026-01-30,1576.86,EFT,PAID,lnl
LNL0000320,9989262174565AF4,2025-12-31,1576.86,CHECK,PENDING,lnl
LNL0000321,3644FE1841194D55,2026-03-01,1741.69,EFT,PAID,lnl
LNL0000321,B54134E364AB8D72,2026-01-30,1741.69,EFT,PENDING,lnl
LNL0000321,844C401444F57D12,2025-12-31,1741.69,CREDIT_CARD,PAID,lnl
LNL0000322,9B8F637A92066AA5,2026-03-01,164.29,CHECK,RETURNED,lnl
LNL0000322,BC3B523ED2AF07A9,2026-01-30,164.29,CHECK,PAID,lnl
LNL0000322,0061D7A49E71ABCE,2025-12-31,164.29,EFT,RETURNED,lnl
LNL0000323,1AA212868CAF3E41,2026-03-01,2162.76,CHECK,PAID,lnl
LNL0000323,4797EFE481413E72,2026-01-30,2162.76,CHECK,PAID,lnl
LNL0000323,4D2B945232A7CB48,2025-12-31,2162.76,CREDIT_CARD,RETURNED,lnl
LNL0000324,F2F93D87C80206D1,2026-03-01,106.71,CREDIT_CARD,PENDING,lnl
LNL0000324,0ED0710B5C15E1E1,2026-01-30,106.71,CHECK,PAID,lnl
LNL0000324,F1A36DE60B53ADA3,2025-12-31,106.71,CHECK,PAID,lnl
LNL0000325,562BFC5785A4D419,2026-03-01,1495.67,EFT,PAID,lnl
LNL0000325,45943951B44C2C73,2026-01-30,1495.67,CHECK,PENDING,lnl
LNL0000325,266627755E3539A0,2025-12-31,1495.67,CHECK,PAID,lnl
LNL0000326,1DD89E9ECFA983D9,2026-03-01,3272.60,EFT,PAID,lnl
LNL0000326,DB7FF86F2DBC8758,2026-01-30,3272.60,CREDIT_CARD,RETURNED,lnl
LNL0000326,4B3FF2EC05B38F9F,2025-12-31,3272.60,CREDIT_CARD,RETURNED,lnl
LNL0000327,E19BF840D4592C1D,2026-03-01,244.87,EFT,PAID,lnl
LNL0000327,7E39EC88B6F3AE84,2026-01-30,244.87,CREDIT_CARD,PAID,lnl
LNL0000327,847365DFC91FAC9D,2025-12-31,244.87,EFT,PAID,lnl
LNL0000328,DE60006BDC6A10B5,2026-03-01,229.76,EFT,RETURNED,lnl
LNL0000328,ACC9908BD1DC2D16,2026-01-30,229.76,CHECK,PAID,lnl
LNL0000328,E5B71F1DDF5548C2,2025-12-31,229.76,EFT,PAID,lnl
LNL0000329,E1F49EEAD6FF3518,2026-03-01,150.71,EFT,PENDING,lnl
LNL0000329,07DB0D9AF5083E76,2026-01-30,150.71,CREDIT_CARD,PAID,lnl
LNL0000329,2A8A24236EF678C9,2025-12-31,150.71,EFT,PENDING,lnl
LNL0000330,519D9C61A418D0F1,2026-03-01,118.59,EFT,PAID,lnl
LNL0000330,C568290D8BE2B057,2026-01-30,118.59,CREDIT_CARD,PAID,lnl
LNL0000330,901A0BC7118B19A0,2025-12-31,118.59,CREDIT_CARD,PAID,lnl
LNL0000331,A4DD57ED8B3F7142,2026-03-01,3747.07,EFT,RETURNED,lnl
LNL0000331,34ADB757065F9166,2026-01-30,3747.07,EFT,PAID,lnl
LNL0000331,F63C679736025A11,2025-12-31,3747.07,CREDIT_CARD,PENDING,lnl
LNL0000332,D17DD22138298F17,2026-03-01,183.71,CREDIT_CARD,PAID,lnl
LNL0000332,A2CFD3D376FE158D,2026-01-30,183.71,CHECK,RETURNED,lnl
LNL0000332,3917675B24D3C3D0,2025-12-31,183.71,EFT,PAID,lnl
LNL0000333,A6315A162021F76C,2026-03-01,521.48,EFT,PENDING,lnl
LNL0000333,49C800D5656827E0,2026-01-30,521.48,CREDIT_CARD,PAID,lnl
LNL0000333,5202BC9C11EF814C,2025-12-31,521.48,CREDIT_CARD,PAID,lnl
LNL0000334,4EAD812DC82D1100,2026-03-01,242.03,CREDIT_CARD,PAID,lnl
LNL0000334,813295DAAD7BEE9E,2026-01-30,242.03,EFT,PAID,lnl
LNL0000334,65A5887D6BA3B510,2025-12-31,242.03,EFT,PAID,lnl
LNL0000335,5335A7AAB717F509,2026-03-01,755.45,CHECK,PENDING,lnl
LNL0000335,DA12D3740E1F14A2,2026-01-30,755.45,EFT,PAID,lnl
LNL0000335,9518B3490031FD83,2025-12-31,755.45,EFT,RETURNED,lnl
LNL0000336,CDA80EC113296738,2026-03-01,1096.56,EFT,PAID,lnl
LNL0000336,1C5C69193D5E8061,2026-01-30,1096.56,CHECK,PENDING,lnl
LNL0000336,79086483486B8318,2025-12-31,1096.56,CREDIT_CARD,PAID,lnl
LNL0000337,C4770DC40103CBD2,2026-03-01,3518.07,EFT,RETURNED,lnl
LNL0000337,BB06246A5E1D741D,2026-01-30,3518.07,EFT,RETURNED,lnl
LNL0000337,E57706EA021BEB25,2025-12-31,3518.07,EFT,PAID,lnl
LNL0000338,019EDBD7D364C14A,2026-03-01,585.38,EFT,PENDING,lnl
LNL0000338,6D5BDB418FA9ACBF,2026-01-30,585.38,CHECK,RETURNED,lnl
LNL0000338,4CB9C422BAC78254,2025-12-31,585.38,CHECK,PAID,lnl
LNL0000339,AD65582B676515F9,2026-03-01,1292.95,CREDIT_CARD,PAID,lnl
LNL0000339,1936495B69CF4819,2026-01-30,1292.95,CHECK,PENDING,lnl
LNL0000339,E2E55EEC535230B1,2025-12-31,1292.95,CHECK,PAID,lnl
LNL0000340,0DB887E5865B0C5A,2026-03-01,387.56,EFT,PAID,lnl
LNL0000340,26EEEE0F93635B59,2026-01-30,387.56,CREDIT_CARD,PAID,lnl
LNL0000340,5786182A1DEEB384,2025-12-31,387.56,CREDIT_CARD,RETURNED,lnl
LNL0000341,6976346C83D8DDC1,2026-03-01,356.02,CREDIT_CARD,PAID,lnl
LNL0000341,CDBB50746154B0BD,2026-01-30,356.02,CHECK,PAID,lnl
LNL0000341,9FFD8F011DB88E79,2025-12-31,356.02,CREDIT_CARD,PENDING,lnl
LNL0000342,2C4D28FEEF46C033,2026-03-01,192.34,CREDIT_CARD,RETURNED,lnl
LNL0000342,A0C1D61CC5F6B33A,2026-01-30,192.34,EFT,PAID,lnl
LNL0000342,CC2C9240D9D3A27C,2025-12-31,192.34,EFT,PENDING,lnl
LNL0000343,4E0252B2312E81B7,2026-03-01,521.03,EFT,PAID,lnl
LNL0000343,D09440648391F8D4,2026-01-30,521.03,CREDIT_CARD,PAID,lnl
LNL0000343,8A7C890E2E8DB1B5,2025-12-31,521.03,EFT,PAID,lnl
LNL0000344,AF18A9CA40EE5FAF,2026-03-01,2312.44,CREDIT_CARD,PAID,lnl
LNL0000344,AFC67EBF70835281,2026-01-30,2312.44,CREDIT_CARD,PAID,lnl
LNL0000344,CACC913639A8BDE9,2025-12-31,2312.44,EFT,PENDING,lnl
LNL0000345,217BB028DA188FE2,2026-03-01,277.01,EFT,PENDING,lnl
LNL0000345,48E4A459B4C56096,2026-01-30,277.01,CREDIT_CARD,RETURNED,lnl
LNL0000345,75D9CE814BBEDC84,2025-12-31,277.01,EFT,RETURNED,lnl
LNL0000346,2F4556563E932D84,2026-03-01,184.14,EFT,PAID,lnl
LNL0000346,8A2F8A93165B0070,2026-01-30,184.14,CHECK,PAID,lnl
LNL0000346,1A523CC17467B487,2025-12-31,184.14,CHECK,PAID,lnl
LNL0000347,9652744792BFF779,2026-03-01,149.08,CHECK,RETURNED,lnl
LNL0000347,268EFD1BE57466A8,2026-01-30,149.08,CHECK,RETURNED,lnl
LNL0000347,6CC5D3FA6C35C373,2025-12-31,149.08,CREDIT_CARD,RETURNED,lnl
LNL0000348,D254256C9E7F69F3,2026-03-01,75.58,CREDIT_CARD,PAID,lnl
LNL0000348,81A2FBAD2B5EB311,2026-01-30,75.58,CREDIT_CARD,PAID,lnl
LNL0000348,B32266FE9E482CD9,2025-12-31,75.58,CREDIT_CARD,PENDING,lnl
LNL0000349,4E2AF4BA97C04526,2026-03-01,159.65,EFT,PAID,lnl
LNL0000349,5F5CFFF817585239,2026-01-30,159.65,EFT,PAID,lnl
LNL0000349,185AA504A62F0A78,2025-12-31,159.65,CHECK,PAID,lnl
LNL0000350,3C9EA917E80CDC37,2026-03-01,48.30,EFT,PENDING,lnl
LNL0000350,DF88D815D291E5AD,2026-01-30,48.30,EFT,PAID,lnl
LNL0000350,5B91A1CB5EB21364,2025-12-31,48.30,CREDIT_CARD,PAID,lnl
LNL0000351,00AF56DB26B76E5D,2026-03-01,754.72,CREDIT_CARD,RETURNED,lnl
LNL0000351,A0D66ABABC1AA9AB,2026-01-30,754.72,CREDIT_CARD,PAID,lnl
LNL0000351,2B6418AF6A5CF1EA,2025-12-31,754.72,CHECK,PAID,lnl
LNL0000352,A4347CB86E207DDB,2026-03-01,291.80,EFT,PAID,lnl
LNL0000352,C8197F740C969066,2026-01-30,291.80,CHECK,PAID,lnl
LNL0000352,903E2EC7FA66615D,2025-12-31,291.80,CREDIT_CARD,PAID,lnl
LNL0000353,106F2E01F37356A3,2026-03-01,138.90,CREDIT_CARD,PAID,lnl
LNL0000353,877D6872C1EA9B68,2026-01-30,138.90,CREDIT_CARD,PAID,lnl
LNL0000353,19F22A682E5A08A7,2025-12-31,138.90,EFT,RETURNED,lnl
LNL0000354,83E486FE65968AB8,2026-03-01,3777.24,CHECK,PAID,lnl
LNL0000354,21961D8A14EDFC7C,2026-01-30,3777.24,EFT,PENDING,lnl
LNL0000354,C7E8634EEA927870,2025-12-31,3777.24,CHECK,RETURNED,lnl
LNL0000355,24E496ABCD6D3949,2026-03-01,564.41,CREDIT_CARD,PAID,lnl
LNL0000355,57854CF6DFAB4180,2026-01-30,564.41,EFT,PAID,lnl
LNL0000355,AC8479AF66CD36E8,2025-12-31,564.41,CREDIT_CARD,PAID,lnl
LNL0000356,417CABCA5383C8D1,2026-03-01,165.10,EFT,PAID,lnl
LNL0000356,810F307B65D35D73,2026-01-30,165.10,EFT,PAID,lnl
LNL0000356,0BA36CC5E1B73F65,2025-12-31,165.10,CREDIT_CARD,PAID,lnl
LNL0000357,F7B7D61E21FA1064,2026-03-01,358.55,CHECK,PAID,lnl
LNL0000357,CC28631BE90570D6,2026-01-30,358.55,CHECK,PAID,lnl
LNL0000357,FD2A4BF400B5FFAF,2025-12-31,358.55,CREDIT_CARD,RETURNED,lnl
LNL0000358,E6F6AE8BB14A9A49,2026-03-01,1008.15,CREDIT_CARD,PAID,lnl
LNL0000358,898C8983B306A17C,2026-01-30,1008.15,EFT,PAID,lnl
LNL0000358,E7713102D2B99110,2025-12-31,1008.15,EFT,PAID,lnl
LNL0000359,A753FA0383044CD8,2026-03-01,2224.60,CHECK,RETURNED,lnl
LNL0000359,95FAA33DB57CDF00,2026-01-30,2224.60,EFT,PAID,lnl
LNL0000359,E54AACABC221D113,2025-12-31,2224.60,CHECK,PAID,lnl
LNL0000360,E2FCE87C0B25602D,2026-03-01,227.80,CREDIT_CARD,PAID,lnl
LNL0000360,30DA13618C0BB174,2026-01-30,227.80,CREDIT_CARD,PENDING,lnl
LNL0000360,72871DC5C696D9DF,2025-12-31,227.80,CREDIT_CARD,PAID,lnl
LNL0000361,25591EFEF75F175C,2026-03-01,358.13,CHECK,RETURNED,lnl
LNL0000361,A66C8E63D5330C0F,2026-01-30,358.13,CHECK,PAID,lnl
LNL0000361,EC8FD667C9A74861,2025-12-31,358.13,EFT,PAID,lnl
LNL0000362,0B945FD9DBF1B141,2026-03-01,2924.56,CREDIT_CARD,PAID,lnl
LNL0000362,D8B0AF0CC485D780,2026-01-30,2924.56,EFT,PAID,lnl
LNL0000362,1794D3B297CAA437,2025-12-31,2924.56,CHECK,PAID,lnl
LNL0000363,F4670710738BDD85,2026-03-01,353.77,CREDIT_CARD,RETURNED,lnl
LNL0000363,B1D37F30C2367BBB,2026-01-30,353.77,EFT,RETURNED,lnl
LNL0000363,599AC04C3BA9497F,2025-12-31,353.77,CREDIT_CARD,PAID,lnl
LNL0000364,3FE1F30CA06CC667,2026-03-01,2707.25,CREDIT_CARD,RETURNED,lnl
LNL0000364,E70DC59687F36A28,2026-01-30,2707.25,CREDIT_CARD,RETURNED,lnl
LNL0000364,698BFA7281E27E9B,2025-12-31,2707.25,EFT,PAID,lnl
LNL0000365,EBC13C08CF318534,2026-03-01,181.36,CREDIT_CARD,PAID,lnl
LNL0000365,33866AFD29766708,2026-01-30,181.36,CHECK,PENDING,lnl
LNL0000365,BCFE4FBD625C4438,2025-12-31,181.36,CHECK,PAID,lnl
LNL0000366,BE22069C9C8E1267,2026-03-01,2661.18,EFT,PENDING,lnl
LNL0000366,6EC4C363745262E7,2026-01-30,2661.18,CHECK,PENDING,lnl
LNL0000366,522475046D1BC8D8,2025-12-31,2661.18,CHECK,PAID,lnl
LNL0000367,A5FABB6C1351A93B,2026-03-01,742.68,EFT,PAID,lnl
LNL0000367,502172D28B19CB10,2026-01-30,742.68,EFT,RETURNED,lnl
LNL0000367,8B2E6A0CC0FCECE1,2025-12-31,742.68,CREDIT_CARD,PENDING,lnl
LNL0000368,7860EA2F77B2DC0F,2026-03-01,777.86,CREDIT_CARD,PENDING,lnl
LNL0000368,D587D8B75D420721,2026-01-30,777.86,CHECK,RETURNED,lnl
LNL0000368,787698A0ADE7E1B6,2025-12-31,777.86,CREDIT_CARD,PENDING,lnl
LNL0000369,4AACC3D5E167E857,2026-03-01,358.60,CHECK,RETURNED,lnl
LNL0000369,553820A8A843F16F,2026-01-30,358.60,EFT,RETURNED,lnl
LNL0000369,25E7DC6168044C7A,2025-12-31,358.60,CREDIT_CARD,PENDING,lnl
LNL0000370,F612EF7CFF328C01,2026-03-01,405.24,CREDIT_CARD,PAID,lnl
LNL0000370,AD5AF43D885A7997,2026-01-30,405.24,CREDIT_CARD,PAID,lnl
LNL0000370,1AEE328E4ED5AFBD,2025-12-31,405.24,CHECK,PAID,lnl
LNL0000371,CC61353814E12271,2026-03-01,120.54,EFT,RETURNED,lnl
LNL0000371,62517E44BB3BA71F,2026-01-30,120.54,CHECK,PAID,lnl
LNL0000371,143F6FD651C26854,2025-12-31,120.54,CREDIT_CARD,PAID,lnl
LNL0000372,7AF52E4CC2CA5F26,2026-03-01,225.17,CHECK,PAID,lnl
LNL0000372,B9A884F5E47D90E9,2026-01-30,225.17,CHECK,PAID,lnl
LNL0000372,513F50C661193262,2025-12-31,225.17,EFT,PENDING,lnl
LNL0000373,8C1E9E28C65FFF74,2026-03-01,1560.41,CREDIT_CARD,PAID,lnl
LNL0000373,761175F0A012E250,2026-01-30,1560.41,CREDIT_CARD,PAID,lnl
LNL0000373,ABB4F9821C75BBFB,2025-12-31,1560.41,CREDIT_CARD,PAID,lnl
LNL0000374,C8295818BE1E280F,2026-03-01,141.91,CHECK,PENDING,lnl
LNL0000374,2AFC6D49268F0471,2026-01-30,141.91,EFT,PAID,lnl
LNL0000374,F302600EACAFC777,2025-12-31,141.91,CHECK,PAID,lnl
LNL0000375,9D6CFB2C1079B481,2026-03-01,651.52,EFT,RETURNED,lnl
LNL0000375,CA5B8D3A1FA0D8C3,2026-01-30,651.52,CHECK,RETURNED,lnl
LNL0000375,1E49E61F7735C823,2025-12-31,651.52,CREDIT_CARD,PENDING,lnl
LNL0000376,9A42F9D5F8035DF4,2026-03-01,1462.79,CHECK,PENDING,lnl
LNL0000376,2A37C8F3C4BAFC44,2026-01-30,1462.79,EFT,PENDING,lnl
LNL0000376,E1CA55DF581D56A7,2025-12-31,1462.79,EFT,PAID,lnl
LNL0000377,FE132A96318973D4,2026-03-01,535.13,CREDIT_CARD,PENDING,lnl
LNL0000377,3598206B1D26184B,2026-01-30,535.13,CREDIT_CARD,PAID,lnl
LNL0000377,989F7626105DE025,2025-12-31,535.13,EFT,RETURNED,lnl
LNL0000378,1A9490540A79FF5F,2026-03-01,1643.71,CREDIT_CARD,RETURNED,lnl
LNL0000378,3527CFFDFAAA2530,2026-01-30,1643.71,CREDIT_CARD,PAID,lnl
LNL0000378,DC49F0510BD46643,2025-12-31,1643.71,EFT,PENDING,lnl
LNL0000379,4B4DF7CFA2124A05,2026-03-01,1313.74,CREDIT_CARD,PAID,lnl
LNL0000379,C2C77F641E0E7735,2026-01-30,1313.74,EFT,PENDING,lnl
LNL0000379,995E994032068906,2025-12-31,1313.74,CREDIT_CARD,PAID,lnl
LNL0000380,F93DFB21BED1CC10,2026-03-01,149.76,EFT,PENDING,lnl
LNL0000380,022BB5AE9ADBABD6,2026-01-30,149.76,EFT,PAID,lnl
LNL0000380,856ADFF9A3326EC4,2025-12-31,149.76,CHECK,PAID,lnl
LNL0000381,51EB1B2C328B13DF,2026-03-01,890.81,EFT,PENDING,lnl
LNL0000381,C4BC3BEA2C17717B,2026-01-30,890.81,CREDIT_CARD,PAID,lnl
LNL0000381,44BD23DC51F6931B,2025-12-31,890.81,EFT,PAID,lnl
LNL0000382,AACD01EEEA876ED0,2026-03-01,377.20,CHECK,RETURNED,lnl
LNL0000382,A835D516E273EF83,2026-01-30,377.20,CREDIT_CARD,PAID,lnl
LNL0000382,F9C940FBD7E17530,2025-12-31,377.20,CREDIT_CARD,PAID,lnl
LNL0000383,E5F6AB0D419AFEBA,2026-03-01,2127.25,EFT,RETURNED,lnl
LNL0000383,03E18B036661B686,2026-01-30,2127.25,EFT,RETURNED,lnl
LNL0000383,3C84722EE014A375,2025-12-31,2127.25,CHECK,RETURNED,lnl
LNL0000384,68B9F11A6BD1B857,2026-03-01,147.83,CREDIT_CARD,PAID,lnl
LNL0000384,C9AF07D72570E717,2026-01-30,147.83,CHECK,PAID,lnl
LNL0000384,32DF59C40FD8EAD9,2025-12-31,147.83,EFT,PENDING,lnl
LNL0000385,1182BE011205D3C7,2026-03-01,256.52,EFT,RETURNED,lnl
LNL0000385,E5DAD44DE5F4CEC0,2026-01-30,256.52,EFT,PENDING,lnl
LNL0000385,AA08B9C84936DB88,2025-12-31,256.52,EFT,PAID,lnl
LNL0000386,F06FA00C12BA24A1,2026-03-01,342.67,CREDIT_CARD,PAID,lnl
LNL0000386,AAE2676DB0C76426,2026-01-30,342.67,CREDIT_CARD,RETURNED,lnl
LNL0000386,6CA62FC3EDBA2D38,2025-12-31,342.67,CHECK,RETURNED,lnl
LNL0000387,05A3FE16AFB7DE53,2026-03-01,105.59,CHECK,RETURNED,lnl
LNL0000387,F2B7F2D58596FC5A,2026-01-30,105.59,CREDIT_CARD,PAID,lnl
LNL0000387,EEAE9E2406842C5B,2025-12-31,105.59,CHECK,PENDING,lnl
LNL0000388,489CA8A1B64BA834,2026-03-01,211.56,EFT,PAID,lnl
LNL0000388,EB1AF714395E0047,2026-01-30,211.56,EFT,PENDING,lnl
LNL0000388,50DBED8E566E618C,2025-12-31,211.56,CREDIT_CARD,PAID,lnl
LNL0000389,97A3CD9D6C2413EC,2026-03-01,242.12,CREDIT_CARD,PENDING,lnl
LNL0000389,BD953F2318C5FCC5,2026-01-30,242.12,EFT,PAID,lnl
LNL0000389,85EB752404221C74,2025-12-31,242.12,EFT,RETURNED,lnl
LNL0000390,E1C0389AE181BE7D,2026-03-01,1403.52,CHECK,PAID,lnl
LNL0000390,72E3E15A1D15DA6C,2026-01-30,1403.52,EFT,PAID,lnl
LNL0000390,4B564DCF8FDC04F5,2025-12-31,1403.52,CREDIT_CARD,RETURNED,lnl
LNL0000391,827114A73E65EF4D,2026-03-01,227.27,EFT,RETURNED,lnl
LNL0000391,1956CA0BDB1B56AC,2026-01-30,227.27,CREDIT_CARD,PENDING,lnl
LNL0000391,B1CF3CAEF3C6201D,2025-12-31,227.27,EFT,RETURNED,lnl
LNL0000392,E17BE679A858FB1E,2026-03-01,660.07,CREDIT_CARD,PAID,lnl
LNL0000392,E74264AC934D42E6,2026-01-30,660.07,EFT,PAID,lnl
LNL0000392,057B4FE4C3912914,2025-12-31,660.07,CREDIT_CARD,PAID,lnl
LNL0000393,1236F364E7C9E5E5,2026-03-01,220.82,EFT,PAID,lnl
LNL0000393,E2379473D776A7C2,2026-01-30,220.82,CREDIT_CARD,PAID,lnl
LNL0000393,6BBCDA00CD6F3B95,2025-12-31,220.82,EFT,PAID,lnl
LNL0000394,7121BAC8F7D57826,2026-03-01,193.87,CHECK,PENDING,lnl
LNL0000394,D3F1E5D06CCDD090,2026-01-30,193.87,CREDIT_CARD,PENDING,lnl
LNL0000394,FDFCC2F935A563F7,2025-12-31,193.87,EFT,RETURNED,lnl
LNL0000395,EFD894051EC6B4CD,2026-03-01,3799.52,CREDIT_CARD,PENDING,lnl
LNL0000395,AB9D463D7321658B,2026-01-30,3799.52,CHECK,PENDING,lnl
LNL0000395,D5625BC3873D129C,2025-12-31,3799.52,EFT,PENDING,lnl
LNL0000396,07196BA6DC9B227A,2026-03-01,148.89,EFT,PAID,lnl
LNL0000396,E821024D358C2A9A,2026-01-30,148.89,CREDIT_CARD,PAID,lnl
LNL0000396,A7CF7AA51736E709,2025-12-31,148.89,CHECK,PENDING,lnl
LNL0000397,1277823F99B021E0,2026-03-01,295.23,EFT,PAID,lnl
LNL0000397,EB9CED2F82EBF77C,2026-01-30,295.23,EFT,PAID,lnl
LNL0000397,EC97BAFBC7467D59,2025-12-31,295.23,CHECK,RETURNED,lnl
LNL0000398,AB8C1DF2D542BC8C,2026-03-01,144.93,CHECK,PENDING,lnl
LNL0000398,BC589A65D8A5AAD4,2026-01-30,144.93,EFT,RETURNED,lnl
LNL0000398,EBCFE6E5743621F4,2025-12-31,144.93,CREDIT_CARD,PAID,lnl
LNL0000399,DABFE666F231EC37,2026-03-01,2450.16,CREDIT_CARD,PAID,lnl
LNL0000399,4D59979C91ABA149,2026-01-30,2450.16,CREDIT_CARD,PAID,lnl
LNL0000399,64DB46B371D67C84,2025-12-31,2450.16,CREDIT_CARD,PENDING,lnl
LNL0000400,7DA3DCF5C899A0F1,2026-03-01,87.10,CREDIT_CARD,RETURNED,lnl
LNL0000400,D4DFEFBE3E1CB823,2026-01-30,87.10,CHECK,PENDING,lnl
LNL0000400,2B389317B9F28781,2025-12-31,87.10,EFT,PAID,lnl
LNL0000401,CFA8CECD807A2BB5,2026-03-01,479.69,EFT,PENDING,lnl
LNL0000401,6B47D412AF202873,2026-01-30,479.69,CHECK,PENDING,lnl
LNL0000401,BD24E6E9CC133B64,2025-12-31,479.69,EFT,PENDING,lnl
LNL0000402,BED6081A5E2CF70A,2026-03-01,1052.65,CREDIT_CARD,PAID,lnl
LNL0000402,39AF556CBA07F73D,2026-01-30,1052.65,CHECK,PAID,lnl
LNL0000402,64803F70283F028B,2025-12-31,1052.65,CHECK,PAID,lnl
LNL0000403,A4B5FB4057BADCE7,2026-03-01,478.59,CHECK,PAID,lnl
LNL0000403,76CCECB98FAFE777,2026-01-30,478.59,CREDIT_CARD,PAID,lnl
LNL0000403,8034A05287F4A644,2025-12-31,478.59,CHECK,RETURNED,lnl
LNL0000404,F076933CAAE44230,2026-03-01,190.33,EFT,RETURNED,lnl
LNL0000404,B3D94B538D522064,2026-01-30,190.33,EFT,PAID,lnl
LNL0000404,ECA64FBCBEAFD8B4,2025-12-31,190.33,EFT,PAID,lnl
LNL0000405,8AC568F93428EE96,2026-03-01,230.55,CREDIT_CARD,PAID,lnl
LNL0000405,C2A9054F4CBB0571,2026-01-30,230.55,CREDIT_CARD,PAID,lnl
LNL0000405,50C97E1120BEE49A,2025-12-31,230.55,CREDIT_CARD,PAID,lnl
LNL0000406,00AF9AD96D9A227E,2026-03-01,359.24,CHECK,PAID,lnl
LNL0000406,F5D29B6870DDCCFE,2026-01-30,359.24,EFT,PAID,lnl
LNL0000406,B99C1538EBA2299D,2025-12-31,359.24,EFT,PAID,lnl
LNL0000407,87BE0CBB283294F1,2026-03-01,476.20,EFT,PENDING,lnl
LNL0000407,C2220CDBAD576F01,2026-01-30,476.20,CREDIT_CARD,PAID,lnl
LNL0000407,EDBDB317DA290D93,2025-12-31,476.20,CHECK,PAID,lnl
LNL0000408,83E6FFF100785BE9,2026-03-01,122.50,CREDIT_CARD,PENDING,lnl
LNL0000408,69C9BF0B9A477B07,2026-01-30,122.50,CHECK,RETURNED,lnl
LNL0000408,EF9698C19CFD7E90,2025-12-31,122.50,EFT,PENDING,lnl
LNL0000409,0459E478A661BA12,2026-03-01,151.79,CHECK,PAID,lnl
LNL0000409,C57F3A3310CA0D0F,2026-01-30,151.79,CREDIT_CARD,PAID,lnl
